iter	RMSE
503	0.4362489738
504	0.4357284157
505	0.4356619086
506	0.434862369
507	0.4347594483
508	0.434404621
509	0.4343111041
510	0.4336287855
511	0.4335668223
512	0.4334607361
513	0.4332004111
514	0.433100834
515	0.4328625732
516	0.4328012557
517	0.4327099997
518	0.4326447351
519	0.4325802784
520	0.4325157261
521	0.4324523035
522	0.4320935587
523	0.4315751363
524	0.4311258214
525	0.4303898231
526	0.430330418
527	0.4299223809
528	0.4298197265
529	0.4295919729
530	0.429153439
531	0.4290902425
532	0.4290277411
533	0.4289652522
534	0.4282849648
535	0.4282275035
536	0.42812898
537	0.4280718089
538	0.4273700481
539	0.4272694203
540	0.4272078171
541	0.4268145127
542	0.4261587525
543	0.4260974547
544	0.4259990948
545	0.4258602425
546	0.4256613697
547	0.4255666734
548	0.4246486108
549	0.4245879518
550	0.4236651483
551	0.423061465
552	0.4230054356
553	0.4225023797
554	0.4224470716
555	0.4223475074
556	0.4222606006
557	0.421918532
558	0.4218167447
559	0.4214683223
560	0.4214133799
561	0.4210503674
562	0.4206588727
563	0.4205702424
564	0.4200024484
565	0.4199170244
566	0.419862237
567	0.419279138
568	0.4187570617
569	0.4179318629
570	0.4173302869
571	0.4168134628
572	0.4163110699
573	0.4157687611
574	0.4153348481
575	0.4152751803
576	0.4152165034
577	0.4147992916
578	0.414745657
579	0.414546358
580	0.4140541846
581	0.4136490131
582	0.4133789081
583	0.4133207716
584	0.4132680146
585	0.4131751649
586	0.4130715145
587	0.4121990209
588	0.4119537285
589	0.4113793453
590	0.4112958526
591	0.410763872
592	0.4103215717
593	0.4099325821
594	0.4098751693
595	0.4098181444
596	0.4092238797
597	0.4091724647
598	0.4091214459
599	0.4089787045
600	0.4088883182
601	0.4087989233
602	0.4086383389
603	0.4085566037
604	0.4084655924
605	0.4081599957
606	0.4080706461
607	0.4079829545
608	0.4078967054
609	0.4076884383
610	0.4073548561
611	0.4072571921
612	0.4069903028
613	0.406607087
614	0.406556077
615	0.4065000229
616	0.4058196195
617	0.4057323596
618	0.4056769231
619	0.4054312523
620	0.4053763858
621	0.4052460101
622	0.4042845411
623	0.4037721766
624	0.4032461291
625	0.4031609006
626	0.4023115652
627	0.4022264336
628	0.401724202
629	0.4014199954
630	0.4013643283
631	0.4012796061
632	0.4012245675
633	0.4005950948
634	0.4005403731
635	0.4004519321
636	0.4003978846
637	0.3999202784
638	0.3996989177
639	0.3996448159
640	0.3990880306
641	0.3990343218
642	0.398981162
643	0.3987610291
644	0.3987079659
645	0.398627281
646	0.398545184
647	0.3984923669
648	0.3982109832
649	0.3979052361
650	0.3972601157
651	0.3972071687
652	0.397154916
653	0.3968742906
654	0.3966052742
655	0.3958136789
656	0.3956605863
657	0.3955773394
658	0.3955249446
659	0.3952667624
660	0.3945697217
661	0.3945232887
662	0.3944400257
663	0.393706988
664	0.3932320191
665	0.3926464216
666	0.3925654327
667	0.392098176
668	0.3915907767
669	0.3912315328
670	0.3909080539
671	0.3902773485
672	0.3902250539
673	0.3899821019
674	0.3895245596
675	0.3894477559
676	0.3889141453
677	0.3888620076
678	0.3888152653
679	0.388718344
680	0.3886729322
681	0.388495931
682	0.3882190342
683	0.3881681896
684	0.387498578
685	0.3874479416
686	0.3873680052
687	0.3868610489
688	0.386781105
689	0.3865617423
690	0.3861822128
691	0.3860002892
692	0.3854525901
693	0.3852978641
694	0.3852167607
695	0.3851374982
696	0.3849561405
697	0.3845480807
698	0.3844971628
699	0.3844469953
700	0.3843970452
701	0.3843468772
702	0.3839612311
703	0.3833560359
704	0.3832778067
705	0.3832280593
706	0.3827303333
707	0.3818929784
708	0.3817337594
709	0.3816842597
710	0.3810103992
711	0.3809342774
712	0.3808549494
713	0.380764077
714	0.3807150464
715	0.3806658655
716	0.3806173542
717	0.3805691529
718	0.3802684019
719	0.3802199279
720	0.3795633299
721	0.3794870097
722	0.3788171045
723	0.3787690921
724	0.3786456994
725	0.3782845017
726	0.3782366778
727	0.3781646465
728	0.3781171461
729	0.3777584823
730	0.3776221642
731	0.3775468547
732	0.3774992825
733	0.3772420692
734	0.376574383
735	0.3763081804
736	0.3762608349
737	0.3753823177
738	0.3750768841
739	0.3750016954
740	0.3749546472
741	0.3748199273
742	0.3745909597
743	0.3743026697
744	0.3742559349
745	0.3740711829
746	0.3739968489
747	0.3739228175
748	0.3737432529
749	0.3736675937
750	0.3731410926
751	0.3730715075
752	0.3730249259
753	0.37286271
754	0.3722593746
755	0.3722126473
756	0.3721667227
757	0.3720942417
758	0.3720231722
759	0.3719528248
760	0.3716451819
761	0.3716041753
762	0.3709609913
763	0.3708954041
764	0.3708495981
765	0.3708040912
766	0.3707587615
767	0.3706891791
768	0.3704664492
769	0.3703957163
770	0.3699083066
771	0.3695719306
772	0.3695263975
773	0.3694815569
774	0.3694112944
775	0.369366148
776	0.3686695738
777	0.3686245494
778	0.3685547112
779	0.3685103684
780	0.3679995778
781	0.3678538442
782	0.3677845791
783	0.3677400572
784	0.3674368174
785	0.3673725768
786	0.3673101573
787	0.3669765347
788	0.3664771182
789	0.3663590601
790	0.3663146367
791	0.3660815765
792	0.3659990328
793	0.3659320067
794	0.365892897
795	0.3654161079
796	0.3651180839
797	0.365073345
798	0.3650295888
799	0.3649608846
800	0.3645683366
801	0.3645249603
802	0.3643971845
803	0.3638726989
804	0.3638291578
805	0.3635889987
806	0.3630798577
807	0.3627403452
808	0.3626970895
809	0.3626332849
810	0.3624766295
811	0.3624382994
812	0.3622826147
813	0.3620985689
814	0.3617868826
815	0.3617438844
816	0.3616824086
817	0.3616445773
818	0.3613568214
819	0.361027432
820	0.3603596362
821	0.3599813048
822	0.3595149768
823	0.3589564621
824	0.3588964767
825	0.3579723532
826	0.3579340678
827	0.3576046931
828	0.3575622183
829	0.3575198727
830	0.3574522985
831	0.3574151183
832	0.3573480711
833	0.3570079142
834	0.3562707541
835	0.3562339121
836	0.3556607571
837	0.3555963621
838	0.3555595275
839	0.3554980686
840	0.3551016294
841	0.3547056201
842	0.3546693118
843	0.3546029427
844	0.3541234199
845	0.3540578008
846	0.3539855899
847	0.3538332798
848	0.3537765415
849	0.353734709
850	0.3534053921
851	0.35336389
852	0.35313487
853	0.3528252708
854	0.3527610956
855	0.3527197477
856	0.3520537622
857	0.3520126233
858	0.3519161862
859	0.3514402885
860	0.3513993475
861	0.3513586173
862	0.35089656
863	0.3508559572
864	0.3508209722
865	0.3507562243
866	0.3502588247
867	0.3497916029
868	0.3496715818
869	0.3489667781
870	0.3483932709
871	0.3483023376
872	0.3482377222
873	0.348174876
874	0.3481114325
875	0.3480703621
876	0.3480349364
877	0.3479722937
878	0.347937186
879	0.3477811181
880	0.3477414208
881	0.347681729
882	0.3476419993
883	0.3472349574
884	0.3468155829
885	0.3467758155
886	0.346736386
887	0.3463645505
888	0.3459303492
889	0.345890862
890	0.3458562573
891	0.3453868362
892	0.345320192
893	0.3452812492
894	0.3450806409
895	0.3450417538
896	0.3450078883
897	0.3449458402
898	0.3449124814
899	0.3447510936
900	0.3444842028
901	0.344280244
902	0.3442162403
903	0.3437460068
904	0.3437072509
905	0.3433909045
906	0.3433292265
907	0.3432711454
908	0.3426253345
909	0.342558171
910	0.342497562
911	0.3420206578
912	0.3419816412
913	0.3417180504
914	0.3411741756
915	0.3410900032
916	0.3410350391
917	0.340996711
918	0.3409586134
919	0.3406866571
920	0.3402910137
921	0.3401520459
922	0.3400908298
923	0.3398468754
924	0.3397957729
925	0.3397579396
926	0.3396084071
927	0.3392808802
928	0.3390133006
929	0.3389544887
930	0.3386837082
931	0.3386504535
932	0.3382943777
933	0.337926847
934	0.3378673746
935	0.3378043983
936	0.3375578466
937	0.3370924735
938	0.3368377258
939	0.3367844407
940	0.3367465523
941	0.3366875693
942	0.3366498659
943	0.336612235
944	0.3362224593
945	0.3361453578
946	0.3361082655
947	0.3359263725
948	0.3356917353
949	0.3353610622
950	0.3348396981
951	0.3343520485
952	0.3342226747
953	0.3341513011
954	0.3341140558
955	0.3340098571
956	0.3336488338
957	0.3336117911
958	0.3335750244
959	0.3330984338
960	0.3328917683
961	0.3324331042
962	0.3323778604
963	0.3323408147
964	0.3319385531
965	0.3318144842
966	0.3311287091
967	0.3306736179
968	0.3302114303
969	0.3301527831
970	0.3299928295
971	0.3299554649
972	0.3293072221
973	0.3292706604
974	0.3292314136
975	0.3289668482
976	0.3285425426
977	0.3279895792
978	0.3276309893
979	0.3275753746
980	0.3269849821
981	0.3269531528
982	0.3267932393
983	0.3267384351
984	0.3260940197
985	0.3260626322
986	0.3258486583
987	0.3257899528
988	0.3250635941
989	0.3250274849
990	0.3249756603
991	0.3249399165
992	0.3248463953
993	0.3242989875
994	0.3242409963
995	0.3238666563
996	0.3235775151
997	0.3235419461
998	0.3231582311
999	0.3231021022
